PC_TIME,TIME,TIME_TICK,BPOGX,BPOGY,BPOGV
1784418642.0784,496.17682,5368015187,0.48948,0.10813,1
1784418642.0852,496.18365,5368083346,0.48948,0.10813,1
1784418642.0918,496.19022,5368149160,0.48085,0.11294,1
1784418642.0986,496.19699,5368216957,0.48070,0.11753,1
1784418642.1052,496.20361,5368283087,0.48070,0.11753,1
1784418642.1120,496.21042,5368350968,0.48103,0.11463,1
1784418642.1184,496.21683,5368415187,0.48212,0.11454,1
1784418642.1253,496.22375,5368484584,0.48212,0.11454,1
1784418642.1320,496.23041,5368551049,0.48254,0.11623,1
1784418642.1387,496.23712,5368617994,0.47329,0.11683,1
1784418642.1455,496.24390,5368685990,0.47411,0.12469,1
1784418642.1521,496.25052,5368752007,0.46731,0.13132,1
1784418642.1588,496.25723,5368819275,0.46935,0.13656,1
1784418642.1655,496.26392,5368885972,0.47022,0.14445,1
1784418642.1722,496.27066,5368953570,0.47085,0.14805,1
1784418642.1787,496.27710,5369017788,0.47314,0.14738,1
1784418642.1856,496.28400,5369086922,0.47390,0.15432,1
1784418642.1925,496.29095,5369156306,0.47793,0.15952,1
1784418642.1990,496.29742,5369221101,0.47998,0.16750,1
1784418642.2055,496.30389,5369285923,0.47998,0.16750,1
1784418642.2122,496.31058,5369352757,0.48100,0.15670,1
1784418642.2192,496.31763,5369423322,0.47155,0.15408,1
1784418642.2256,496.32401,5369486822,0.47059,0.14248,1
1784418642.2326,496.33102,5369557220,0.48403,0.12488,1
1784418642.2393,496.33768,5369623679,0.51706,0.11995,1
1784418642.2460,496.34442,5369691114,0.51590,0.10767,1
1784418642.2526,496.35101,5369757037,0.55408,0.12007,1
1784418642.2593,496.35770,5369823932,0.57950,0.07897,1
1784418642.2660,496.36447,5369891686,0.57975,0.07513,1
1784418642.2727,496.37112,5369958098,0.57243,0.11934,1
1784418642.2791,496.37756,5370022623,0.56890,0.08855,1
1784418642.2860,496.38446,5370091624,0.56852,0.07023,1
1784418642.2929,496.39133,5370160139,0.57574,0.05716,1
1784418642.2996,496.39807,5370227586,0.57235,0.02516,1
1784418642.3068,496.40518,5370298590,0.57213,0.04231,1
1784418642.3129,496.41129,5370359793,0.57483,0.07963,1
1784418642.3193,496.41776,5370424457,0.57556,0.12501,1
1784418642.3263,496.42471,5370493991,0.57615,0.14738,1
1784418642.3330,496.43140,5370560738,0.57624,0.15866,1
1784418642.3397,496.43808,5370627592,0.57861,0.14142,1
1784418642.3464,496.44479,5370694729,0.57840,0.12552,1
1784418642.3531,496.45148,5370761678,0.58056,0.12034,1
1784418642.3598,496.45825,5370829364,0.57982,0.11602,1
1784418642.3665,496.46497,5370896436,0.57982,0.11602,1
1784418642.3733,496.47168,5370963850,0.58241,0.11967,1
1784418642.3800,496.47839,5371030781,0.58301,0.11319,1
1784418642.3866,496.48499,5371096628,0.58301,0.11319,1
1784418642.3934,496.49179,5371164794,0.58249,0.12033,1
1784418642.3997,496.49817,5371228510,0.58310,0.11916,1
1784418642.4067,496.50513,5371298295,0.58310,0.11916,1
1784418642.4135,496.51196,5371366550,0.58410,0.12115,1
1784418642.4198,496.51825,5371429447,0.58239,0.11652,1
1784418642.4268,496.52518,5371498730,0.58239,0.11652,1
1784418642.4335,496.53192,5371565989,0.58473,0.12536,1
1784418642.4402,496.53860,5371632922,0.58443,0.08684,1
1784418642.4468,496.54523,5371699204,0.58443,0.08684,1
1784418642.4535,496.55194,5371766207,0.58326,0.07181,1
1784418642.4600,496.55844,5371831416,0.58228,0.08165,1
1784418642.4669,496.56537,5371900550,0.58228,0.08165,1
1784418642.4737,496.57211,5371967901,0.57990,0.08042,1
1784418642.4803,496.57874,5372034185,0.58895,0.08472,1
1784418642.4871,496.58548,5372101613,0.58895,0.08472,1
1784418642.4935,496.59189,5372165878,0.57964,0.08158,1
1784418642.5002,496.59860,5372232988,0.60752,0.08403,1
1784418642.5072,496.60559,5372302943,0.60734,0.07883,1
1784418642.5138,496.61221,5372369062,0.60023,0.09031,1
1784418642.5205,496.61893,5372436093,0.60867,0.08895,1
1784418642.5270,496.62540,5372500897,0.60892,0.09289,1
1784418642.5339,496.63235,5372570402,0.60688,0.09415,1
